id,name,country_id,state_id
5753,Kadina,14,3904
5754,Kahibah,14,3909
5755,Kalamunda,14,3906
5756,Kalbar,14,3905
5757,Kalbarri,14,3906
5758,Kaleen,14,3907
5759,Kalgoorlie,14,3906
5760,Kalgoorlie/Boulder,14,3906
5761,Kalimna,14,3903
5762,Kalinga,14,3905
5763,Kalkie,14,3905
5764,Kallangur,14,3905
5765,Kallaroo,14,3906
5766,Kallista,14,3903
5767,Kalorama,14,3903
5768,Kambah,14,3907
5769,"Kambalda East",14,3906
5770,"Kambalda West",14,3906
5771,Kamerunga,14,3905
5772,Kanahooka,14,3909
5773,Kandos,14,3909
5774,"Kangaroo Flat",14,3903
5775,"Kangaroo Ground",14,3903
5776,"Kangaroo Island",14,3904
5777,"Kangaroo Point",14,3905
5778,Kanimbla,14,3905
5779,Kanwal,14,3909
5780,Kapooka,14,3909
5781,Kapunda,14,3904
5782,Karabar,14,3909
5783,Karalee,14,3905
5784,Karama,14,3910
5785,"Karana Downs",14,3905
5786,Karawara,14,3906
5787,Kardinya,14,3906
5788,Kareela,14,3909
5789,Kariong,14,3909
5790,Karnup,14,3906
5791,"Karoonda East Murray",14,3904
5792,Karratha,14,3906
5793,Karrinyup,14,3906
5794,Karuah,14,3909
5795,Karumba,14,3905
5796,Katanning,14,3906
5797,Katherine,14,3910
5798,"Katherine East",14,3910
5799,"Katherine South",14,3910
5800,Katoomba,14,3909
5801,Kawana,14,3905
5802,Kawungan,14,3905
5803,Kealba,14,3903
5804,"Kearneys Spring",14,3905
5805,Kearns,14,3909
5806,Kedron,14,3905
5807,Keilor,14,3903
5808,"Keilor Downs",14,3903
5809,"Keilor East",14,3903
5810,"Keilor Lodge",14,3903
5811,"Keilor Park",14,3903
5812,Keiraville,14,3909
5813,Keith,14,3904
5814,Kellerberrin,14,3906
5815,Kellyville,14,3909
5816,"Kellyville Ridge",14,3909
5817,Kelmscott,14,3906
5818,Kelso,14,3909
5819,Kelso,14,3905
5820,"Kelvin Grove",14,3905
5821,"Kemps Creek",14,3909
5822,Kempsey,14,3909
5823,Kendall,14,3909
5824,Kenmore,14,3905
5825,"Kenmore Hills",14,3905
5826,Kennington,14,3903
5827,Kensington,14,3903
5828,Kensington,14,3909
5829,"Kensington Gardens",14,3904
5830,"Kensington Grove",14,3905
5831,"Kensington Park",14,3904
5832,"Kent Shire",14,3906
5833,"Kent Town",14,3904
5834,Kenthurst,14,3909
5835,Kentish,14,3908
5836,Kenwick,14,3906
5837,Keperra,14,3905
5838,Kepnock,14,3905
5839,Kerang,14,3903
5840,Kersbrook,14,3904
5841,Kew,14,3903
5842,Kew,14,3909
5843,"Kew East",14,3903
5844,"Kewarra Beach",14,3905
5845,Kewdale,14,3906
5846,Keysborough,14,3903
5847,Kialla,14,3903
5848,Kiama,14,3909
5849,"Kiama Downs",14,3909
5850,Kiara,14,3906
5851,"Kidman Park",14,3904
5852,"Kilaben Bay",14,3909
5853,Kilburn,14,3904
5854,Kilcoy,14,3905
5855,Kilkenny,14,3904
5856,Killara,14,3909
5857,"Killarney Heights",14,3909
5858,"Killarney Vale",14,3909
5859,Kilmore,14,3903
5860,Kilsyth,14,3903
5861,"Kilsyth South",14,3903
5862,Kimba,14,3904
5863,"Kin Kora",14,3905
5864,"King Creek",14,3909
5865,"King Island",14,3908
5866,Kingaroy,14,3905
5867,Kingborough,14,3908
5868,Kinglake,14,3903
5869,"Kinglake West",14,3903
5870,"Kings Beach",14,3905
5871,"Kings Langley",14,3909
5872,"Kings Meadows",14,3908
5873,"Kings Park",14,3909
5874,"Kings Park",14,3903
5875,Kingsbury,14,3903
5876,Kingscliff,14,3909
5877,Kingscote,14,3904
5878,Kingsford,14,3909
5879,Kingsgrove,14,3909
5880,Kingsley,14,3906
5881,Kingsthorpe,14,3905
5882,Kingston,14,3908
5883,Kingston,14,3904
5884,Kingston,14,3903
5885,Kingston,14,3905
5886,Kingston,14,3907
5887,"Kingston Beach",14,3908
5888,"Kingston South East",14,3904
5889,Kingsville,14,3903
5890,"Kingswood Park",14,3909
5891,Kinross,14,3906
5892,Kippa-Ring,14,3905
5893,Kirkwood,14,3905
5894,Kirrawee,14,3909
5895,Kirribilli,14,3909
5896,Kirwan,14,3905
5897,Kleinton,14,3905
5898,Klemzig,14,3904
5899,Knox,14,3903
5900,Knoxfield,14,3903
5901,Kogarah,14,3909
5902,"Kogarah Bay",14,3909
5903,Kojonup,14,3906
5904,Kondinin,14,3906
5905,Koo-Wee-Rup,14,3903
5906,Koonawarra,14,3909
5907,Koondoola,14,3906
5908,Koongal,14,3905
5909,Kooralbyn,14,3905
5910,Koorda,14,3906
5911,Kooringal,14,3909
5912,Kootingal,14,3909
5913,Koroit,14,3903
5914,Korora,14,3909
5915,Korumburra,14,3903
5916,"Kosciuszko National Park",14,3909
5917,Kotara,14,3909
5918,"Kotara South",14,3909
5919,Kowanyama,14,3905
5920,Ku-ring-gai,14,3909
5921,Kulin,14,3906
5922,Kuluin,14,3905
5923,Kununurra,14,3906
5924,Kuraby,14,3905
5925,Kuranda,14,3905
5926,Kurnell,14,3909
5927,"Kurraba Point",14,3909
5928,"Kurrajong Heights",14,3909
5929,"Kurralta Park",14,3904
5930,"Kurri Kurri",14,3909
5931,Kurunjang,14,3903
5932,Kurwongbah,14,3905
5933,Kwinana,14,3906
5934,Kyabram,14,3903
5935,"Kyle Bay",14,3909
5936,Kyneton,14,3903
5937,Kyogle,14,3909
5938,Labrador,14,3905
5939,Lachlan,14,3909
5940,Laidley,14,3905
5941,"Lake Albert",14,3909
5942,"Lake Cargelligo",14,3909
5943,"Lake Cathie",14,3909
5944,"Lake Gardens",14,3903
5945,"Lake Grace",14,3906
5946,"Lake Haven",14,3909
5947,"Lake Heights",14,3909
5948,"Lake Illawarra",14,3909
5949,"Lake Macdonald",14,3905
5950,"Lake Macquarie Shire",14,3909
5951,"Lake Munmorah",14,3909
5952,"Lake Wendouree",14,3903
5953,Lakelands,14,3906
5954,Lakelands,14,3909
5955,Lakemba,14,3909
5956,"Lakes Entrance",14,3903
5957,Lakewood,14,3909
5958,Lalor,14,3903
5959,"Lalor Park",14,3909
5960,Lambton,14,3909
5961,Lamington,14,3906
5962,Lammermoor,14,3905
5963,Lancefield,14,3903
5964,Landsborough,14,3905
5965,Landsdale,14,3906
5966,"Lane Cove",14,3909
5967,"Lane Cove North",14,3909
5968,"Lane Cove West",14,3909
5969,"Lang Lang",14,3903
5970,Langford,14,3906
5971,Langwarrin,14,3903
5972,"Langwarrin South",14,3903
5973,Lansvale,14,3909
5974,Lara,14,3903
5975,Larapinta,14,3910
5976,Largs,14,3909
5977,"Largs Bay",14,3904
5978,"Largs North",14,3904
5979,Larrakeyah,14,3910
5980,Latham,14,3907
5981,Lathlain,14,3906
5982,Latrobe,14,3908
5983,Latrobe,14,3903
5984,Lauderdale,14,3908
5985,Launceston,14,3908
5986,"Launceston city centre",14,3908
5987,"Launching Place",14,3903
5988,Laverton,14,3903
5989,Laverton,14,3906
5990,Lavington,14,3909
5991,Lawnton,14,3905
5992,Lawrence,14,3909
5993,Lawson,14,3909
5994,Leabrook,14,3904
5995,Leanyer,14,3910
5996,Leda,14,3906
5997,Leederville,14,3906
5998,Leeming,14,3906
5999,Leeton,14,3909
6000,Legana,14,3908
6001,Leichhardt,14,3905
6002,Leichhardt,14,3909
6003,Leinster,14,3906
6004,"Lemon Tree Passage",14,3909
6005,"Lenah Valley",14,3908
6006,"Lennox Head",14,3909
6007,Leonay,14,3909
6008,Leongatha,14,3903
6009,Leonora,14,3906
6010,Leopold,14,3903
6011,Leppington,14,3909
6012,Leschenault,14,3906
6013,Lesmurdie,14,3906
6014,"Lethbridge Park",14,3909
6015,Leumeah,14,3909
6016,Leura,14,3909
6017,Lewisham,14,3909
6018,Lewiston,14,3904
6019,"Liberty Grove",14,3909
6020,Lidcombe,14,3909
6021,Light,14,3904
6022,"Lightning Ridge",14,3909
6023,"Lilli Pilli",14,3909
6024,Lilydale,14,3903
6025,Lilyfield,14,3909
6026,"Linden Park",14,3904
6027,Lindfield,14,3909
6028,Lindisfarne,14,3908
6029,Lisarow,14,3909
6030,Lismore,14,3909
6031,"Lismore Heights",14,3909
6032,"Lismore Municipality",14,3909
6033,Litchfield,14,3910
6034,Lithgow,14,3909
6035,"Little Bay",14,3909
6036,"Little Grove",14,3906
6037,"Little Hampton",14,3904
6038,"Little Mountain",14,3905
6039,"Little River",14,3903
6040,Liverpool,14,3909
6041,"Liverpool Plains",14,3909
6042,Llanarth,14,3909
6043,Llandilo,14,3909
6044,Lobethal,14,3904
6045,Lockhart,14,3909
6046,"Lockhart River",14,3905
6047,Lockleys,14,3904
6048,Lockridge,14,3906
6049,Lockyer,14,3906
6050,"Lockyer Valley",14,3905
6051,Loddon,14,3903
6052,Loftus,14,3909
6053,Logan,14,3905
6054,"Logan Central",14,3905
6055,"Logan City",14,3905
6056,"Logan Reserve",14,3905
6057,"Logan Village",14,3905
6058,Loganholme,14,3905
6059,Loganlea,14,3905
6060,Londonderry,14,3909
6061,"Long Beach",14,3909
6062,"Long Gully",14,3903
6063,"Long Jetty",14,3909
6064,Longford,14,3908
6065,Longford,14,3903
6066,Longreach,14,3905
6067,Longueville,14,3909
6068,Longwarry,14,3903
6069,Lorn,14,3909
6070,Lorne,14,3903
6071,Lota,14,3905
6072,"Lovely Banks",14,3903
6073,"Lower Beechmont",14,3905
6074,"Lower Chittering",14,3906
6075,"Lower Eyre Peninsula",14,3904
6076,"Lower King",14,3906
6077,"Lower Mitcham",14,3904
6078,"Lower Plenty",14,3903
6079,Lowood,14,3905
6080,Loxton,14,3904
6081,"Loxton Waikerie",14,3904
6082,Lucknow,14,3903
6083,Luddenham,14,3909
6084,Ludmilla,14,3910
6085,Lugarno,14,3909
6086,Lurnea,14,3909
6087,Lutana,14,3908
6088,Lutwyche,14,3905
6089,Lynbrook,14,3903
6090,Lyndoch,14,3904
6091,Lyneham,14,3907
6092,Lynwood,14,3906
6093,Lyons,14,3907
6094,Lyons,14,3910
6095,Lysterfield,14,3903
6096,MacDonnell,14,3910
6097,Macarthur,14,3907
6098,Macclesfield,14,3904
6099,Macedon,14,3903
6100,"Macedon Ranges",14,3903
6101,Macgregor,14,3905
6102,Macgregor,14,3907
6103,"Machans Beach",14,3905
6104,Mackay,14,3905
6105,"Mackay City",14,3905
6106,Mackenzie,14,3905
6107,Macksville,14,3909
6108,Maclean,14,3909
6109,"Macleay Island",14,3905
6110,Macleod,14,3903
6111,"Macmasters Beach",14,3909
6112,Macquarie,14,3907
6113,"Macquarie Fields",14,3909
6114,"Macquarie Hills",14,3909
6115,"Macquarie Links",14,3909
6116,"Macquarie Park",14,3909
6117,Maddingley,14,3903
6118,Maddington,14,3906
6119,Madeley,14,3906
6120,"Madora Bay",14,3906
6121,Maffra,14,3903
6122,Magill,14,3904
6123,"Magnetic Island",14,3905
6124,"Maida Vale",14,3906
6125,"Maiden Gully",14,3903
6126,Maidstone,14,3903
6127,"Main Beach",14,3905
6128,Maitland,14,3904
6129,Maitland,14,3909
6130,"Maitland Municipality",14,3909
6131,"Maitland city centre",14,3909
6132,Malabar,14,3909
6133,Malak,14,3910
6134,Malanda,14,3905
6135,Maldon,14,3903
6136,Maleny,14,3905
6137,Mallacoota,14,3903
6138,Mallala,14,3904
6139,"Malua Bay",14,3909
6140,Malvern,14,3903
6141,Malvern,14,3904
6142,"Malvern East",14,3903
6143,Mandurah,14,3906
6144,"Mandurah city centre",14,3906
6145,Mangerton,14,3909
6146,"Mango Hill",14,3905
6147,"Manifold Heights",14,3903
6148,Manilla,14,3909
6149,Maningrida,14,3910
6150,Manjimup,14,3906
6151,Manly,14,3909
6152,"Manly Vale",14,3909
6153,"Manly West",14,3905
6154,"Mannering Park",14,3909
6155,Manning,14,3906
6156,Manningham,14,3903
6157,Manningham,14,3904
6158,Mannum,14,3904
6159,Manoora,14,3905
6160,Mansfield,14,3905
6161,Mansfield,14,3903
6162,"Mansfield Park",14,3904
6163,Manunda,14,3905
6164,Mapleton,14,3905
6165,Mapoon,14,3905
6166,"Maralinga Tjarutja",14,3904
6167,Marangaroo,14,3906
6168,Maranoa,14,3905
6169,Maraylya,14,3909
6170,Marayong,14,3909
6171,"Marble Bar",14,3906
6172,Marcoola,14,3905
6173,Marden,14,3904
6174,Mardi,14,3909
6175,Mareeba,14,3905
6176,"Margaret River",14,3906
6177,Margate,14,3908
6178,Margate,14,3905
6179,Marian,14,3905
6180,Maribyrnong,14,3903
6181,Marino,14,3904
6182,Marion,14,3904
6183,"Marks Point",14,3909
6184,Marleston,14,3904
6185,Marmion,14,3906
6186,Marong,14,3903
6187,"Maroochy River",14,3905
6188,Maroochydore,14,3905
6189,Maroondah,14,3903
6190,Maroubra,14,3909
6191,Marrara,14,3910
6192,Marrickville,14,3909
6193,Marsden,14,3905
6194,Marsfield,14,3909
6195,Martin,14,3906
6196,Marulan,14,3909
6197,Maryborough,14,3903
6198,Maryborough,14,3905
6199,Maryland,14,3909
6200,Maryville,14,3909
6201,Mascot,14,3909
6202,"Maslin Beach",14,3904
6203,Matraville,14,3909
6204,Maudsland,14,3905
6205,Mawson,14,3907
6206,"Mawson Lakes",14,3904
6207,Mayfield,14,3908
6208,Mayfield,14,3909
6209,"Mayfield East",14,3909
6210,"Mayfield West",14,3909
6211,Maylands,14,3906
6212,Maylands,14,3904
6213,McCracken,14,3904
6214,McCrae,14,3903
6215,McDowall,14,3905
6216,"McGraths Hill",14,3909
6217,McKail,14,3906
6218,McKellar,14,3907
6219,McKinlay,14,3905
6220,McKinnon,14,3903
6221,"McLaren Flat",14,3904
6222,"McLaren Vale",14,3904
6223,"McMahons Point",14,3909
6224,"Meadow Heights",14,3903
6225,"Meadow Springs",14,3906
6226,Meadowbank,14,3909
6227,Meadowbrook,14,3905
6228,Meadows,14,3904
6229,"Meander Valley",14,3908
6230,Medina,14,3906
6231,Medindie,14,3904
6232,Medowie,14,3909
6233,Meekatharra,14,3906
6234,Melba,14,3907
6235,Melbourne,14,3903
6236,"Melbourne City Centre",14,3903
6237,"Melrose Park",14,3909
6238,"Melrose Park",14,3904
6239,Melton,14,3903
6240,"Melton South",14,3903
6241,"Melton West",14,3903
6242,Melville,14,3906
6243,Menai,14,3909
6244,Menangle,14,3909
6245,Meningie,14,3904
6246,Menora,14,3906
6247,Mentone,14,3903
6248,Menzies,14,3906
6249,Menzies,14,3905
6250,Merbein,14,3903
6251,Merewether,14,3909
6252,"Merewether Heights",14,3909
6253,"Meridan Plains",14,3905
6254,Merimbula,14,3909
6255,"Meringandan West",14,3905
6256,"Mermaid Beach",14,3905
6257,"Mermaid Waters",14,3905
6258,Mernda,14,3903
6259,Merredin,14,3906
6260,Merrimac,14,3905
6261,Merriwa,14,3909
6262,Merriwa,14,3906
6263,Merrylands,14,3909
6264,"Merrylands West",14,3909
6265,Metford,14,3909
6266,Metung,14,3903
6267,Miami,14,3905
6268,Miandetta,14,3908
6269,Mickleham,14,3903
6270,"Mid Murray",14,3904
6271,"Mid-Western Regional",14,3909
6272,"Middle Cove",14,3909
6273,"Middle Park",14,3903
6274,"Middle Park",14,3905
6275,"Middle Ridge",14,3905
6276,"Middle Swan",14,3906
6277,Middlemount,14,3905
6278,Middleton,14,3904
6279,"Middleton Grange",14,3909
6280,Midland,14,3906
6281,Midvale,14,3906
6282,"Midway Point",14,3908
6283,Mildura,14,3903
6284,"Mildura Shire",14,3903
6285,"Mile End",14,3904
6286,Miles,14,3905
6287,Milingimbi,14,3910
6288,"Mill Park",14,3903
6289,"Millars Well",14,3906
6290,Millbank,14,3905
6291,Millbridge,14,3906
6292,Miller,14,3909
6293,"Millers Point",14,3909
6294,Millgrove,14,3903
6295,Millicent,14,3904
6296,Millmerran,14,3905
6297,Millner,14,3910
6298,Millstream,14,3905
6299,Millswood,14,3904
6300,Millthorpe,14,3909
6301,Milperra,14,3909
6302,"Milsons Point",14,3909
6303,Milton,14,3909
6304,Milton,14,3905
6305,Minchinbury,14,3909
6306,Mindarie,14,3906
6307,Minden,14,3905
6308,"Miners Rest",14,3903
6309,Mingenew,14,3906
6310,Minlaton,14,3904
6311,Minto,14,3909
6312,Minyama,14,3905
6313,"Mira Mar",14,3906
6314,Miranda,14,3909
6315,Mirani,14,3905
6316,"Mirboo North",14,3903
6317,Mirrabooka,14,3906
6318,"Mission Beach",14,3905
6319,"Mission River",14,3905
6320,Mitcham,14,3903
6321,Mitcham,14,3904
6322,Mitchell,14,3903
6323,Mitchell,14,3905
6324,Mitchell,14,3909
6325,"Mitchell Park",14,3904
6326,Mitchelton,14,3905
6327,Mittagong,14,3909
6328,Moama,14,3909
6329,Moana,14,3904
6330,Modbury,14,3904
6331,"Modbury Heights",14,3904
6332,"Modbury North",14,3904
6333,Moe,14,3903
6334,"Moffat Beach",14,3905
6335,Moggill,14,3905
6336,Moil,14,3910
6337,Moira,14,3903
6338,Molendinar,14,3905
6339,Mollymook,14,3909
6340,"Mollymook Beach",14,3909
6341,Molong,14,3909
6342,"Mona Vale",14,3909
6343,Monash,14,3904
6344,Monash,14,3903
6345,Monash,14,3907
6346,Monbulk,14,3903
6347,Monkland,14,3905
6348,"Mont Albert",14,3903
6349,"Mont Albert North",14,3903
6350,Montello,14,3908
6351,Monterey,14,3909
6352,Montmorency,14,3903
6353,Monto,14,3905
6354,Montrose,14,3903
6355,Montrose,14,3908
6356,Montville,14,3905
6357,Moolap,14,3903
6358,Mooloolaba,14,3905
6359,Moonah,14,3908
6360,Moonbi,14,3909
6361,"Moonee Beach",14,3909
6362,"Moonee Ponds",14,3903
6363,"Moonee Valley",14,3903
6364,"Moonta Bay",14,3904
6365,Moora,14,3906
6366,Moorabbin,14,3903
6367,Moorabool,14,3903
6368,Moorak,14,3904
6369,"Moore Park Beach",14,3905
6370,Moorebank,14,3909
6371,Mooroobool,14,3905
6372,Moorooduc,14,3903
6373,Moorooka,14,3905
6374,Mooroolbark,14,3903
6375,Mooroopna,14,3903
6376,Moranbah,14,3905
6377,Morawa,14,3906
6378,Morayfield,14,3905
6379,Mordialloc,14,3903
6380,Moree,14,3909
6381,"Moree Plains",14,3909
6382,Moreland,14,3903
6383,"Moreton Bay",14,3905
6384,Morisset,14,3909
6385,Morley,14,3906
6386,Morningside,14,3905
6387,Mornington,14,3903
6388,Mornington,14,3905
6389,Mornington,14,3908
6390,"Mornington Peninsula",14,3903
6391,Morpeth,14,3909
6392,"Morphett Vale",14,3904
6393,Morphettville,14,3904
6394,Mortdale,14,3909
6395,Mortlake,14,3903
6396,Mortlake,14,3909
6397,Moruya,14,3909
6398,Morwell,14,3903
6399,Mosman,14,3909
6400,"Mosman Park",14,3906
6401,"Moss Vale",14,3909
6402,Mossman,14,3905
6403,Moulden,14,3910
6404,"Mount Alexander",14,3903
6405,"Mount Annan",14,3909
6406,"Mount Austin",14,3909
6407,"Mount Barker",14,3906
6408,"Mount Barker",14,3904
6409,"Mount Buller",14,3903
6410,"Mount Claremont",14,3906
6411,"Mount Clear",14,3903
6412,"Mount Colah",14,3909
6413,"Mount Compass",14,3904
6414,"Mount Coolum",14,3905
6415,"Mount Cotton",14,3905
6416,"Mount Crosby",14,3905
6417,"Mount Dandenong",14,3903
6418,"Mount Druitt",14,3909
6419,"Mount Duneed",14,3903
6420,"Mount Eliza",14,3903
6421,"Mount Evelyn",14,3903
6422,"Mount Gambier",14,3904
6423,"Mount Gravatt",14,3905
6424,"Mount Gravatt East",14,3905
6425,"Mount Hawthorn",14,3906
6426,"Mount Helen",14,3903
6427,"Mount Helena",14,3906
6428,"Mount Hutton",14,3909
6429,"Mount Isa",14,3905
6430,"Mount Keira",14,3909
6431,"Mount Kembla",14,3909
6432,"Mount Kuring-Gai",14,3909
6433,"Mount Lawley",14,3906
6434,"Mount Lewis",14,3909
6435,"Mount Lofty",14,3905
6436,"Mount Louisa",14,3905
6437,"Mount Low",14,3905
6438,"Mount Macedon",14,3903
6439,"Mount Magnet",14,3906
6440,"Mount Marshall",14,3906
6441,"Mount Martha",14,3903
6442,"Mount Melville",14,3906
6443,"Mount Morgan",14,3905
6444,"Mount Nasura",14,3906
6445,"Mount Nathan",14,3905
6446,"Mount Nelson",14,3908
6447,"Mount Ommaney",14,3905
6448,"Mount Ousley",14,3909
6449,"Mount Pleasant",14,3903
6450,"Mount Pleasant",14,3906
6451,"Mount Pleasant",14,3905
6452,"Mount Pleasant",14,3909
6453,"Mount Pritchard",14,3909
6454,"Mount Remarkable",14,3904
6455,"Mount Richon",14,3906
6456,"Mount Riverview",14,3909
6457,"Mount Saint Thomas",14,3909
6458,"Mount Sheridan",14,3905
6459,"Mount Stuart",14,3908
6460,"Mount Tarcoola",14,3906
6461,"Mount Vernon",14,3909
6462,"Mount Warren Park",14,3905
6463,"Mount Warrigal",14,3909
6464,"Mount Waverley",14,3903
6465,"Mountain Creek",14,3905
6466,Moura,14,3905
6467,Mowbray,14,3908
6468,Moyne,14,3903
6469,Mudgee,14,3909
6470,Mudgeeraba,14,3905
6471,Mudjimba,14,3905
6472,Muirhead,14,3910
6473,Mukinbudin,14,3906
6474,Mulambin,14,3905
6475,Mulgoa,14,3909
6476,Mulgrave,14,3903
6477,Mullaloo,14,3906
6478,Mullumbimby,14,3909
6479,Mulwala,14,3909
6480,Mundaring,14,3906
6481,Mundijong,14,3906
6482,Mundingburra,14,3905
6483,Mundoolun,14,3905
6484,Mundubbera,14,3905
6485,"Munno Para",14,3904
6486,"Munno Para West",14,3904
6487,Munruben,14,3905
6488,Munster,14,3906
6489,Murarrie,14,3905
6490,Murchison,14,3906
6491,Murdoch,14,3906
6492,Murgon,14,3905
6493,Murray,14,3906
6494,Murray,14,3905
6495,"Murray Bridge",14,3904
6496,Murrindindi,14,3903
6497,"Murrumba Downs",14,3905
6498,Murrumbateman,14,3909
6499,Murrumbeena,14,3903
6500,Murrurundi,14,3909
6501,Murweh,14,3905
6502,Murwillumbah,14,3909
6503,Muswellbrook,14,3909
6504,Myaree,14,3906
6505,Mylor,14,3904
6506,"Myrtle Bank",14,3904
6507,Myrtleford,14,3903
6508,Nabiac,14,3909
6509,Nagambie,14,3903
6510,Nailsworth,14,3904
6511,Nairne,14,3904
6512,Nakara,14,3910
6513,Nambour,14,3905
6514,Nambucca,14,3909
6515,"Nambucca Heads",14,3909
6516,"Nambucca Shire",14,3909
6517,"Nana Glen",14,3909
6518,Nanango,14,3905
6519,Nannup,14,3906
6520,Nanum,14,3905
6521,Napranum,14,3905
6522,Naracoorte,14,3904
6523,"Naracoorte and Lucindale",14,3904
6524,Narangba,14,3905
6525,Narara,14,3909
6526,Narellan,14,3909
6527,"Narellan Vale",14,3909
6528,Narembeen,14,3906
6529,Naremburn,14,3909
6530,Narooma,14,3909
6531,Narrabeen,14,3909
6532,Narrabri,14,3909
6533,Narrabundah,14,3907
6534,Narrandera,14,3909
6535,Narrawallee,14,3909
6536,Narraweena,14,3909
6537,"Narre Warren",14,3903
6538,"Narre Warren North",14,3903
6539,"Narre Warren South",14,3903
6540,Narrogin,14,3906
6541,Narromine,14,3909
6542,Narwee,14,3909
6543,Nathalia,14,3903
6544,Nathan,14,3905
6545,Nebo,14,3905
6546,Nedlands,14,3906
6547,"Neerim South",14,3903
6548,"Nelly Bay",14,3905
6549,"Nelson Bay",14,3909
6550,Nerang,14,3905
6551,Netherby,14,3904
6552,Netley,14,3904
6553,"Neutral Bay",14,3909
6554,"New Auckland",14,3905
6555,"New Beith",14,3905
6556,"New Farm",14,3905
6557,"New Gisborne",14,3903
6558,"New Lambton",14,3909
6559,"New Lambton Heights",14,3909
6560,"New Norfolk",14,3908
6561,"New Town",14,3908
6562,Newborough,14,3903
6563,Newcastle,14,3909
6564,"Newcastle East",14,3909
6565,"Newcastle city centre",14,3909
6566,Newcomb,14,3903
6567,Newington,14,3903
6568,Newington,14,3909
6569,Newman,14,3906
6570,Newmarket,14,3905
6571,Newnham,14,3908
6572,Newport,14,3909
6573,Newport,14,3903
6574,Newport,14,3905
6575,Newstead,14,3908
6576,Newstead,14,3905
6577,Newton,14,3904
6578,Newtown,14,3909
6579,Newtown,14,3905
6580,Newtown,14,3903
6581,Ngaanyatjarraku,14,3906
6582,Ngukurr,14,3910
6583,Ngunnawal,14,3907
6584,Nhill,14,3903
6585,Nhulunbuy,14,3910
6586,"Niagara Park",14,3909
6587,Nicholls,14,3907
6588,"Nichols Point",14,3903
6589,Nicholson,14,3903
6590,Nickol,14,3906
6591,Niddrie,14,3903
6592,Nightcliff,14,3910
6593,Nillumbik,14,3903
6594,Nimbin,14,3909
6595,Ninderry,14,3905
6596,Ningi,14,3905
6597,"Noarlunga Downs",14,3904
6598,"Noble Park",14,3903
6599,"Noble Park North",14,3903
6600,Nollamara,14,3906
6601,Nome,14,3905
6602,"Noosa Heads",14,3905
6603,Noosaville,14,3905
6604,Noranda,14,3906
6605,Noraville,14,3909
6606,Norlane,14,3903
6607,"Norman Gardens",14,3905
6608,"Norman Park",14,3905
6609,Normanhurst,14,3909
6610,Normanton,14,3905
6611,Normanville,14,3904
6612,"North Adelaide",14,3904
6613,"North Albury",14,3909
6614,"North Avoca",14,3909
6615,"North Balgowlah",14,3909
6616,"North Beach",14,3906
6617,"North Bendigo",14,3903
6618,"North Boambee Valley",14,3909
6619,"North Bondi",14,3909
6620,"North Booval",14,3905
6621,"North Brighton",14,3903
6622,"North Brighton",14,3904
6623,"North Burnett",14,3905
6624,"North Coogee",14,3906
6625,"North Curl Curl",14,3909
6626,"North Epping",14,3909
6627,"North Fremantle",14,3906
6628,"North Geelong",14,3903
6629,"North Gosford",14,3909
6630,"North Haven",14,3909
6631,"North Haven",14,3904
6632,"North Hobart",14,3908
6633,"North Ipswich",14,3905
6634,"North Lake",14,3906
6635,"North Lakes",14,3905
6636,"North Lambton",14,3909
6637,"North Mackay",14,3905
6638,"North Maclean",14,3905
6639,"North Manly",14,3909
6640,"North Melbourne",14,3903
6641,"North Narrabeen",14,3909
6642,"North Nowra",14,3909
6643,"North Parramatta",14,3909
6644,"North Perth",14,3906
6645,"North Plympton",14,3904
6646,"North Richmond",14,3909
6647,"North Rocks",14,3909
6648,"North Ryde",14,3909
6649,"North St Marys",14,3909
6650,"North Strathfield",14,3909
6651,"North Sydney",14,3909
6652,"North Tamworth",14,3909
6653,"North Toowoomba",14,3905
6654,"North Turramurra",14,3909
6655,"North Wahroonga",14,3909
6656,"North Ward",14,3905
6657,"North Warrandyte",14,3903
6658,"North Willoughby",14,3909
6659,"North Wollongong",14,3909
6660,"North Wonthaggi",14,3903
6661,Northam,14,3906
6662,"Northampton Shire",14,3906
6663,Northbridge,14,3909
6664,Northbridge,14,3906
6665,Northcote,14,3903
6666,"Northern Areas",14,3904
6667,"Northern Grampians",14,3903
6668,"Northern Midlands",14,3908
6669,"Northern Peninsula Area",14,3905
6670,Northfield,14,3904
6671,Northgate,14,3904
6672,Northmead,14,3909
6673,Norville,14,3905
6674,Norwood,14,3908
6675,Norwood,14,3904
6676,"Norwood Payneham St Peters",14,3904
6677,"Notting Hill",14,3903
6678,"Novar Gardens",14,3904
6679,Nowra,14,3909
6680,"Nowra Hill",14,3909
6681,Nudgee,14,3905
6682,Nullagine,14,3906
6683,Nulsen,14,3906
6684,Numurkah,14,3903
6685,Nunawading,14,3903
6686,Nundah,14,3905
6687,Nungarin,14,3906
6688,Nuriootpa,14,3904
6689,Nyngan,14,3909
6690,Nyora,14,3903
6691,O'Connor,14,3907
6692,"O'Sullivan Beach",14,3904
6693,"Oak Flats",14,3909
6694,"Oak Park",14,3903
6695,Oakdale,14,3909
6696,Oakden,14,3904
6697,Oakdowns,14,3908
6698,Oakey,14,3905
6699,Oakford,14,3906
6700,Oakhurst,14,3905
6701,Oakhurst,14,3909
